ID_LAPSE;DUREE_MAX10;LAPSE_NIV_TOT;FACT_DIM;TX_LAPSE_TOT_MIN;TX_LAPSE_TOT_MAX
6;10;3;0.7;0.0814774536;0.0733635689
7;1;1;0.7;0;0.0377826303
7;1;2;0.7;0.0302649201;0.0444079488
7;1;3;0.7;0.0568605578;0.0412005026
7;2;1;0.7;0;0.0570771208
7;2;2;0.7;0.0469898615;0.057118177
7;2;3;0.7;0.0732367942;0.0726081971
7;3;1;0.7;0;0.0477323974
7;3;2;0.7;0.0399714481;0.0552572277
7;3;3;0.7;0.052530044;0.0580206524
7;4;1;0.7;0;0.0516492491
7;4;2;0.7;0.0619138929;0.0668799527
7;4;3;0.7;0.087766692;0.0672699871
7;5;1;0.7;0;0.0715797844
7;5;2;0.7;0.0597770353;0.0832189456
7;5;3;0.7;0.0935648606;0.0893538236
7;6;1;0.7;0;0.078839521
7;6;2;0.7;0.0775928011;0.1056163662
7;6;3;0.7;0.1074190713;0.1059641432
7;7;1;0.7;0;0.1281455523
7;7;2;0.7;0.1205502899;0.1478207033
7;7;3;0.7;0.1617960011;0.2026580411
7;8;1;0.7;0;0.0687577333
7;8;2;0.7;0.0776782272;0.0930833983
7;8;3;0.7;0.0934702776;0.1143237483
7;9;1;0.7;0;0.0836829088
7;9;2;0.7;0.0769949974;0.0960774826
7;9;3;0.7;0.0906329201;0.1043424209
7;10;1;0.7;0;0.0918417021
7;10;2;0.7;0.0829934058;0.1032827302
7;10;3;0.7;0.1236985578;0.1029020501
8;1;1;0.7;0;0.0478271723
8;1;2;0.7;0.0361498992;0.0620056095
8;1;3;0.7;0.055232276;0.0500574095
8;2;1;0.7;0;0.0778168907
8;2;2;0.7;0.0872670842;0.0851937665
8;2;3;0.7;0.104802344;0.0870325281
8;3;1;0.7;0;0.0895548151
8;3;2;0.7;0.0838980629;0.1485242139
8;3;3;0.7;0.1242655364;0.1124336597
8;4;1;0.7;0;0.0933850279
8;4;2;0.7;0.0677889033;0.0877620007
8;4;3;0.7;0.1199070826;0.1118222262
8;5;1;0.7;0;0.0980633236
8;5;2;0.7;0.07567188;0.0899000551
8;5;3;0.7;0.0927411087;0.1019128649
8;6;1;0.7;0;0.0830483019
8;6;2;0.7;0.074800067;0.0929204989
8;6;3;0.7;0.1062894653;0.1112100246
8;7;1;0.7;0;0.0698235774
8;7;2;0.7;0.0717825064;0.0896155478
8;7;3;0.7;0.1175886456;0.107716923
8;8;1;0.7;0;0.0862859361
8;8;2;0.7;0.0916541832;0.1311755099
8;8;3;0.7;0.0986400543;0.1103411708
8;9;1;0.7;0;0.0935334424
8;9;2;0.7;0.0799448914;0.1305719059
8;9;3;0.7;0.0993090124;0.1130356299
8;10;1;0.7;0;0.0679604355
8;10;2;0.7;0.0834547945;0.1030872923
8;10;3;0.7;0.0931388237;0.1147615973
9;1;1;0.7;0;0.0680061978
9;1;2;0.7;0.0781631572;0.1169929936
9;1;3;0.7;0.113739176;0.1297125518
9;2;1;0.7;0;0.0658379692
9;2;2;0.7;0.0875620875;0.1199021695
9;2;3;0.7;0.0968059248;0.1183416426
9;3;1;0.7;0;0.0663878369
9;3;2;0.7;0.0803820529;0.1004582066
9;3;3;0.7;0.0904646873;0.1006995342
9;4;1;0.7;0;0.0869869287
9;4;2;0.7;0.0826224195;0.1084911008
9;4;3;0.7;0.08786785;0.0910878782
9;5;1;0.7;0;0.0917498799
9;5;2;0.7;0.0689280982;0.0949469482
9;5;3;0.7;0.1035410829;0.1209317327
9;6;1;0.7;0;0.0696301229
9;6;2;0.7;0.0690522685;0.1218591799
9;6;3;0.7;0.0901582512;0.1077982421
9;7;1;0.7;0;0.0669986025
9;7;2;0.7;0.0802398438;0.1031070972
9;7;3;0.7;0.1237615757;0.0887055768
9;8;1;0.7;0;0.074659101
9;8;2;0.7;0.0849350763;0.1151288927
9;8;3;0.7;0.1093194834;0.0893836024
9;9;1;0.7;0;0.0887431016
9;9;2;0.7;0.0830242099;0.1135950132
9;9;3;0.7;0.1059537326;0.0878284355
9;10;1;0.7;0;0.0676740896
9;10;2;0.7;0.0755396498;0.0900908801
9;10;3;0.7;0.1176849003;0.1111264913
10;1;1;0.7;0;0.033235041
10;1;2;0.7;0.043379266;0.0570508279
10;1;3;0.7;0.0428232557;0.0401623233
10;2;1;0.7;0;0.0569260683
10;2;2;0.7;0.0561035855;0.0689564676
10;2;3;0.7;0.0623203829;0.0739236279
10;3;1;0.7;0;0.0506704775
10;3;2;0.7;0.0452951403;0.0719680636
10;3;3;0.7;0.0561964062;0.0612972226
10;4;1;0.7;0;0.0559844621
10;4;2;0.7;0.0518351492;0.0844271591
10;4;3;0.7;0.0613304207;0.0693835721
10;5;1;0.7;0;0.0873377625
10;5;2;0.7;0.059096666;0.1174379031
10;5;3;0.7;0.0800016469;0.1019342896
10;6;1;0.7;0;0.0853117751
10;6;2;0.7;0.0754193729;0.0900978646
10;6;3;0.7;0.1137897495;0.1080057138
10;7;1;0.7;0;0.1096948527
10;7;2;0.7;0.1273994467;0.1780925885
10;7;3;0.7;0.1441661134;0.2020075828
10;8;1;0.7;0;0.0684418584
10;8;2;0.7;0.0855817471;0.1007333578
10;8;3;0.7;0.1133773633;0.0971450894
10;9;1;0.7;0;0.0739891316
10;9;2;0.7;0.0704864894;0.0947964895
10;9;3;0.7;0.091168064;0.1264520767
10;10;1;0.7;0;0.0971008779
10;10;2;0.7;0.0922626431;0.092156088
10;10;3;0.7;0.1065511686;0.1160391603
11;1;1;0.7;0;0.0400037301
11;1;2;0.7;0.0373028415;0.0525042383
11;1;3;0.7;0.0482492216;0.0646017854
11;2;1;0.7;0;0.0716606857
11;2;2;0.7;0.0721780112;0.0893715196
11;2;3;0.7;0.0879053387;0.1163361469
11;3;1;0.7;0;0.1176560744
11;3;2;0.7;0.1002174667;0.150815652
11;3;3;0.7;0.1325201435;0.1114733382
11;4;1;0.7;0;0.0814590846
11;4;2;0.7;0.0772041707;0.1032339997
11;4;3;0.7;0.1137894249;0.120677578
11;5;1;0.7;0;0.0871417842
11;5;2;0.7;0.0956917928;0.1141687055
11;5;3;0.7;0.1278353641;0.1296418286
11;6;1;0.7;0;0.0785126679
11;6;2;0.7;0.0684351148;0.1074842606
11;6;3;0.7;0.1202569701;0.0896379794
11;7;1;0.7;0;0.0767897293
11;7;2;0.7;0.0671377024;0.1037198189
11;7;3;0.7;0.0889429046;0.0875041496
11;8;1;0.7;0;0.0954876671
11;8;2;0.7;0.0975023939;0.0965676597
11;8;3;0.7;0.1033730207;0.131003364
11;9;1;0.7;0;0.0769744068
11;9;2;0.7;0.0667674818;0.0943050622
11;9;3;0.7;0.1246863104;0.0958181751
11;10;1;0.7;0;0.073637394
11;10;2;0.7;0.0708794716;0.1246473237
11;10;3;0.7;0.1162430896;0.1160215256
12;1;1;0.7;0;0.0873678427
12;1;2;0.7;0.074719814;0.0959707277
12;1;3;0.7;0.1081360277;0.1163424464
12;2;1;0.7;0;0.0660208581
12;2;2;0.7;0.0839035758;0.1024562518
12;2;3;0.7;0.1142644975;0.1126933354
12;3;1;0.7;0;0.0666166635
12;3;2;0.7;0.0666586401;0.1056639523
12;3;3;0.7;0.0985916924;0.0990058817
12;4;1;0.7;0;0.0831593317
12;4;2;0.7;0.0873584092;0.1251758773
12;4;3;0.7;0.1269096316;0.1230698096
12;5;1;0.7;0;0.0872332372
12;5;2;0.7;0.0857211022;0.0891491594
12;5;3;0.7;0.1105373381;0.1226365961
12;6;1;0.7;0;0.0927134816
12;6;2;0.7;0.0904637531;0.088560932
12;6;3;0.7;0.0904681347;0.1268911788
12;7;1;0.7;0;0.0889903043
12;7;2;0.7;0.0715397016;0.1051592908
12;7;3;0.7;0.1290245759;0.1136680855
12;8;1;0.7;0;0.0755686434
12;8;2;0.7;0.0893771762;0.1181803921
12;8;3;0.7;0.116985931;0.1003402513
12;9;1;0.7;0;0.0845716942
12;9;2;0.7;0.0866766602;0.1023263102
12;9;3;0.7;0.1214485036;0.0969427281
12;10;1;0.7;0;0.0671868092
12;10;2;0.7;0.0768587796;0.1160988418
12;10;3;0.7;0.1126849543;0.1005655983
13;1;1;0.7;0;0.0418802434
13;1;2;0.7;0.0411094626;0.0444430996
13;1;3;0.7;0.0451201921;0.0603439607
13;2;1;0.7;0;0.0603719898
13;2;2;0.7;0.0597647163;0.0653970801
13;2;3;0.7;0.0671803884;0.0844913575
13;3;1;0.7;0;0.0436550672
13;3;2;0.7;0.0448469731;0.0820272991
13;3;3;0.7;0.0692085667;0.0663984779
13;4;1;0.7;0;0.0642985202
13;4;2;0.7;0.072744258;0.0679622791
13;4;3;0.7;0.0775749731;0.068055526
13;5;1;0.7;0;0.078515739
13;5;2;0.7;0.0660232393;0.0943229255
13;5;3;0.7;0.0886089579;0.0880202591
13;6;1;0.7;0;0.0925097064
13;6;2;0.7;0.1001610653;0.1102105825
13;6;3;0.7;0.1257136331;0.1175066871
13;7;1;0.7;0;0.1289559021
13;7;2;0.7;0.1487018924;0.1746683752
13;7;3;0.7;0.1941316298;0.1782330517
13;8;1;0.7;0;0.0875564147
13;8;2;0.7;0.1013973526;0.1392778194
13;8;3;0.7;0.1185745326;0.110320893
13;9;1;0.7;0;0.0857524213
13;9;2;0.7;0.0906227364;0.102568369
13;9;3;0.7;0.1337787447;0.1374595645
13;10;1;0.7;0;0.1038638616
13;10;2;0.7;0.107702789;0.0987279001
13;10;3;0.7;0.1002950276;0.1032181405
14;1;1;0.7;0;0.0471724258
14;1;2;0.7;0.0416996628;0.0702748257
14;1;3;0.7;0.0569735894;0.0764281693
14;2;1;0.7;0;0.0820896641
14;2;2;0.7;0.0745021563;0.1114893071
14;2;3;0.7;0.0917139117;0.1214891233
14;3;1;0.7;0;0.1302386474
14;3;2;0.7;0.0989203696;0.144910098
14;3;3;0.7;0.1269070788;0.1391909311
14;4;1;0.7;0;0.078488183
14;4;2;0.7;0.0746665236;0.1045361433
14;4;3;0.7;0.1137858279;0.1121719441
14;5;1;0.7;0;0.076714697
14;5;2;0.7;0.0907260499;0.1073240642
14;5;3;0.7;0.1359385749;0.1345440116
14;6;1;0.7;0;0.0723054291
14;6;2;0.7;0.0989175058;0.1230918924
14;6;3;0.7;0.1136322873;0.096474722
14;7;1;0.7;0;0.1002732266
14;7;2;0.7;0.080694464;0.1007696747
14;7;3;0.7;0.1231133683;0.1082061129
14;8;1;0.7;0;0.0963650233
14;8;2;0.7;0.0792381782;0.1052601309
14;8;3;0.7;0.1086407324;0.1070753293
14;9;1;0.7;0;0.0984861599
14;9;2;0.7;0.0910739811;0.1114461752
14;9;3;0.7;0.1079032761;0.1135480766
14;10;1;0.7;0;0.0822093258
14;10;2;0.7;0.0897795108;0.1081720123
14;10;3;0.7;0.1114724111;0.1377730531
15;1;1;0.7;0;0.0810497131
15;1;2;0.7;0.086808802;0.12990676
15;1;3;0.7;0.1211330112;0.1309933182
15;2;1;0.7;0;0.0961546064
15;2;2;0.7;0.0749009845;0.1306195995
15;2;3;0.7;0.1234698724;0.1416891391
15;3;1;0.7;0;0.1061366158
15;3;2;0.7;0.1073037368;0.1202767118
15;3;3;0.7;0.1370294861;0.1437118438
15;4;1;0.7;0;0.0758739396
15;4;2;0.7;0.0941333707;0.1160992882
15;4;3;0.7;0.0980708986;0.1405904493
15;5;1;0.7;0;0.0790750091
15;5;2;0.7;0.0884889219;0.1234824279
15;5;3;0.7;0.1181242355;0.1100212089
15;6;1;0.7;0;0.0867397459
15;6;2;0.7;0.0938124511;0.1352519691
15;6;3;0.7;0.1415200369;0.13047308
15;7;1;0.7;0;0.1030294599
15;7;2;0.7;0.094983607;0.1247899995
15;7;3;0.7;0.1003338175;0.112980105
15;8;1;0.7;0;0.1000912514
15;8;2;0.7;0.0770637037;0.1270324038
15;8;3;0.7;0.1179550639;0.1065046644
15;9;1;0.7;0;0.098056764
15;9;2;0.7;0.0871870955;0.1217910601
15;9;3;0.7;0.1079326886;0.0990699499
15;10;1;0.7;0;0.0803971092
15;10;2;0.7;0.0922914869;0.0998663203
15;10;3;0.7;0.1188616688;0.1246601486
16;1;1;0.7;0;0.0341308973
16;1;2;0.7;0.0356708452;0.0558826754
16;1;3;0.7;0.0646610604;0.0444065457
16;2;1;0.7;0;0.0509670041
16;2;2;0.7;0.0480960039;0.0763491363
16;2;3;0.7;0.0668243134;0.0689378777
16;3;1;0.7;0;0.0441644761
16;3;2;0.7;0.0438630016;0.0741342712
16;3;3;0.7;0.0852462969;0.0610967816
16;4;1;0.7;0;0.07438127
16;4;2;0.7;0.0591762849;0.0883633286
16;4;3;0.7;0.0853175764;0.0797704359
16;5;1;0.7;0;0.0740984266
16;5;2;0.7;0.0678715751;0.1032686781
16;5;3;0.7;0.1010096406;0.1093189184
16;6;1;0.7;0;0.1073574882
16;6;2;0.7;0.0726004046;0.1223340994
16;6;3;0.7;0.1001400609;0.1434397932
16;7;1;0.7;0;0.1280104278
16;7;2;0.7;0.1624199218;0.2032108622
16;7;3;0.7;0.1938739827;0.1926452679
16;8;1;0.7;0;0.0874447518
16;8;2;0.7;0.0763165915;0.1350664189
16;8;3;0.7;0.1094190628;0.1044262092
16;9;1;0.7;0;0.1010076494
16;9;2;0.7;0.0788989545;0.1050405251
16;9;3;0.7;0.1016814983;0.1020821347
16;10;1;0.7;0;0.097820662
16;10;2;0.7;0.1039027175;0.1112713679
16;10;3;0.7;0.1407269036;0.1048400515
17;1;1;0.7;0;0.0473736825
17;1;2;0.7;0.0433714536;0.0574327772
17;1;3;0.7;0.0610390505;0.0549201255
17;2;1;0.7;0;0.0898941166
17;2;2;0.7;0.0781832573;0.0970078255
17;2;3;0.7;0.1335386165;0.0993140797
17;3;1;0.7;0;0.1219840151
17;3;2;0.7;0.1243142054;0.1281646456
17;3;3;0.7;0.1505078868;0.129277686
17;4;1;0.7;0;0.1053496917
17;4;2;0.7;0.0979079261;0.1408052516
17;4;3;0.7;0.1288379121;0.1001839818
17;5;1;0.7;0;0.0779518824
17;5;2;0.7;0.0988445977;0.1195510828
17;5;3;0.7;0.1019306506;0.0975945413
17;6;1;0.7;0;0.0820101398
17;6;2;0.7;0.0751229961;0.0965728567
17;6;3;0.7;0.1045507105;0.1333922232
17;7;1;0.7;0;0.0886067697
17;7;2;0.7;0.1059164933;0.114924605
17;7;3;0.7;0.1091222108;0.1015986499
17;8;1;0.7;0;0.0822950297
17;8;2;0.7;0.073326813;0.1235130581
17;8;3;0.7;0.1185967798;0.1159630003
17;9;1;0.7;0;0.1065061747
17;9;2;0.7;0.0725943239;0.1191061613
17;9;3;0.7;0.1250257451;0.1180212675
17;10;1;0.7;0;0.0760263294
17;10;2;0.7;0.0980776902;0.1056562796
17;10;3;0.7;0.1429475801;0.1261944043
18;1;1;0.7;0;0.0841293289
18;1;2;0.7;0.0908073876;0.1031637979
18;1;3;0.7;0.1038509945;0.1282522088
18;2;1;0.7;0;0.0823565884
18;2;2;0.7;0.0771904994;0.1051935916
18;2;3;0.7;0.110386836;0.1244596372
18;3;1;0.7;0;0.1026627627
18;3;2;0.7;0.1017057761;0.0999808767
18;3;3;0.7;0.1045156167;0.1190245807
18;4;1;0.7;0;0.0878426541
18;4;2;0.7;0.1063844157;0.1357485561
18;4;3;0.7;0.1164334761;0.11956874
18;5;1;0.7;0;0.0828903334
18;5;2;0.7;0.0818273253;0.1244714389
18;5;3;0.7;0.108414937;0.1400139323
18;6;1;0.7;0;0.0737087053
18;6;2;0.7;0.0906811133;0.1383245907
18;6;3;0.7;0.1245632298;0.1025243393
18;7;1;0.7;0;0.0834717586
18;7;2;0.7;0.0750312053;0.1067349471
18;7;3;0.7;0.1372493293;0.0963253142
18;8;1;0.7;0;0.0914867202
18;8;2;0.7;0.0794587968;0.1309743355
18;8;3;0.7;0.1276969565;0.1025562611
18;9;1;0.7;0;0.07785641
18;9;2;0.7;0.0728300849;0.115931052
18;9;3;0.7;0.1314377725;0.1324133257
18;10;1;0.7;0;0.0989587696
18;10;2;0.7;0.0867722087;0.1139565958
18;10;3;0.7;0.1268861821;0.1404340654
19;1;1;0.7;0;0.0289225397
19;1;2;0.7;0.0265886273;0.0409728068
19;1;3;0.7;0.0476002595;0.0460048034
19;2;1;0.7;0;0.038718262
19;2;2;0.7;0.0486189418;0.072008546
19;2;3;0.7;0.0518086143;0.0614133753
19;3;1;0.7;0;0.035234843
19;3;2;0.7;0.0468746257;0.0664799514
19;3;3;0.7;0.0637179376;0.0636518112
19;4;1;0.7;0;0.048009726
19;4;2;0.7;0.0474198405;0.0767669425
19;4;3;0.7;0.0618525277;0.068010821
19;5;1;0.7;0;0.063841632
19;5;2;0.7;0.0679289521;0.0938020505
19;5;3;0.7;0.0820902322;0.081835151
19;6;1;0.7;0;0.0567825301
19;6;2;0.7;0.0640245688;0.0980857896
19;6;3;0.7;0.0925688526;0.1092227611
19;7;1;0.7;0;0.11382517
19;7;2;0.7;0.1235663612;0.1448971502
19;7;3;0.7;0.1337688578;0.1264649699
19;8;1;0.7;0;0.0780246136
19;8;2;0.7;0.0622432701;0.0904822775
19;8;3;0.7;0.0881083238;0.0970505786
19;9;1;0.7;0;0.068621983
19;9;2;0.7;0.0702351656;0.1058465701
19;9;3;0.7;0.0838236314;0.1072187415
19;10;1;0.7;0;0.0814611878
19;10;2;0.7;0.0826510256;0.0842851312
19;10;3;0.7;0.0987567577;0.0752892162
20;1;1;0.7;0;0.03409945
20;1;2;0.7;0.0329852704;0.0464184381
20;1;3;0.7;0.0581885386;0.0522287771
20;2;1;0.7;0;0.0619545324
20;2;2;0.7;0.071610397;0.0812469588
20;2;3;0.7;0.0810400804;0.0823192443
20;3;1;0.7;0;0.0806077102
20;3;2;0.7;0.0731981932;0.1069411931
20;3;3;0.7;0.1289048442;0.1104876088
20;4;1;0.7;0;0.0710609228
20;4;2;0.7;0.0646032165;0.0854770277
20;4;3;0.7;0.0994301383;0.0805146623
20;5;1;0.7;0;0.0687546909
20;5;2;0.7;0.0620198291;0.0866312639
20;5;3;0.7;0.108277009;0.0781167336
20;6;1;0.7;0;0.0629818288
20;6;2;0.7;0.0773113659;0.1084576632
20;6;3;0.7;0.0865933861;0.0960951748
20;7;1;0.7;0;0.0672691407
20;7;2;0.7;0.063534174;0.0994228068
20;7;3;0.7;0.0821456645;0.0794564682
20;8;1;0.7;0;0.0586699246
20;8;2;0.7;0.0700278954;0.0857420052
20;8;3;0.7;0.0915164092;0.0929403735
20;9;1;0.7;0;0.0626697096
20;9;2;0.7;0.0597832732;0.1078176282
20;9;3;0.7;0.0935191137;0.0865252869
20;10;1;0.7;0;0.0843423684
20;10;2;0.7;0.0599309722;0.0797209493
20;10;3;0.7;0.079590185;0.1026941394
21;1;1;0.7;0;0.0711980402
21;1;2;0.7;0.0597230026;0.0966798708
21;1;3;0.7;0.088432477;0.0921418003
21;2;1;0.7;0;0.0827074417
21;2;2;0.7;0.0604874973;0.0760169826
21;2;3;0.7;0.0937831408;0.0901330791
21;3;1;0.7;0;0.0563250961
21;3;2;0.7;0.063829504;0.1042863221
21;3;3;0.7;0.0855318206;0.0780226405
21;4;1;0.7;0;0.0731960383
21;4;2;0.7;0.0601944697;0.0885068629
21;4;3;0.7;0.1027297045;0.084382669
21;5;1;0.7;0;0.0806040331
21;5;2;0.7;0.0575187612;0.108504667
21;5;3;0.7;0.0946943639;0.1118809138
21;6;1;0.7;0;0.0647626828
21;6;2;0.7;0.0777409189;0.0789324508
21;6;3;0.7;0.0858364922;0.1085170462
21;7;1;0.7;0;0.070355526
21;7;2;0.7;0.0734629763;0.103442651
21;7;3;0.7;0.0992943513;0.0870154048
21;8;1;0.7;0;0.0719928713
21;8;2;0.7;0.0640178698;0.1033957433
21;8;3;0.7;0.1096180084;0.0816209257
21;9;1;0.7;0;0.0696340834
